DestinationPort,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthOfFwdPackets,TotalLengthOfBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthMean,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytesPerSecond,FlowPacketsPerSecond,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,ECEFlagCount,FwdHeaderLength,BwdHeaderLength,FwdPacketsPerSecond,BwdPacketsPerSecond,MinPacketLength,MaxPacketLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,DownUpRatio,AveragePacketSize,AvgFwdSegmentSize,AvgBwdSegmentSize,FwdAvgBytesPerBulk,FwdAvgPacketsPerBulk,FwdAvgBulkRate,BwdAvgBytesPerBulk,BwdAvgPacketsPerBulk,BwdAvgBulkRate,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,InitWinBytesForward,InitWinBytesBackward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,ActDataPktFwd,MinSegSizeForward,Protocol,Label
30565,172619,72,15,4913,2123,238,95,166.5,63,206,45,125.5,22,4039,12,1383,1890,45535,50,9500,6362,1922,17219,43,66615,6948,4432,23828,58,1,1,0,0,0,1,0,1,8,0,0,0,36,23,77,88,72,1396,734,150,22500,6,830,872,559,467,83,672,3395,90,6222,20,3549,44,1072,55658,19207,41505,4161,132631,125,13013,1356,452829,28,19,64,6,Bot
37047,12,2,1,82,98,399,80,239.5,22,858,72,465,72,996,90,7338,3075,37394,51,50125,1815,4306,29435,88,24695,5981,1552,30910,91,1,0,0,0,0,1,1,3,2,0,0,0,28,43,10,76,62,1477,769.5,199,39601,3,603,179,732,3846,55,3915,4588,54,3550,13,1375,43,2978,39999,8842,85355,5206,480092,81,70981,4576,274996,567,33,75,6,PortScan
80,4713,803,3,13126,528,132,61,96.5,27,1143,92,617.5,99,497462,2002,9171,4276,32194,16,53590,982,3497,9299,4,91877,9299,446,4028,71,1,1,0,0,1,114,1,0,8,0,0,0,55,59,31,42,71,1250,660.5,180,32400,9,451,116,368,119,57,3384,2585,36,9966,17,4368,21,1020,44263,15783,96545,8688,489357,892,43802,7743,374957,482,6,56,6,DDoS
80,4799,775,4,82624,40,1323,45,684,77,128,79,103.5,57,308670,761,9789,4792,13046,55,82742,3188,2813,32343,72,70769,3320,905,32713,99,1,1,0,0,0,148,1,3,0,0,0,0,57,28,99,96,40,1293,666.5,161,25921,9,746,117,227,7045,90,472,8045,5,5328,40,180,9,944,59554,37980,73425,731,362455,907,59966,3261,25196,730,24,90,6,DDoS
80,4602,338,7,62297,186,764,46,405,47,770,96,433,88,453920,1889,8404,699,35298,11,27480,4886,4161,48980,98,9998,4010,2345,32747,74,0,0,0,0,1,198,1,4,0,0,0,0,29,46,84,74,43,1279,661,117,13689,2,293,820,678,8441,83,1728,8853,45,9604,15,1005,7,1526,33186,55083,80627,7296,349424,797,3022,9402,146683,658,10,78,6,DoS Hulk
28509,37,4,1,44,79,528,64,296,87,563,91,327,68,289,99,2022,4317,18809,19,55665,1243,2955,30689,13,64942,9186,2217,8679,40,0,0,0,0,1,1,0,0,8,0,0,0,28,29,41,26,72,1421,746.5,119,14161,0,331,537,169,8607,97,3973,8929,26,3404,47,3584,49,1934,39088,20058,83464,971,210678,151,85373,7076,409168,880,6,49,6,PortScan
37777,74,3,0,166,70,1297,40,668.5,46,735,65,400,37,285,115,4113,3931,13855,53,15475,5003,4618,23544,76,20260,4713,4617,42185,39,1,0,0,0,0,1,1,2,2,0,0,0,28,36,36,3,85,1361,723,164,26896,3,849,489,246,1778,90,9278,2712,8,1168,33,2161,29,2847,19859,30275,85627,9158,482161,832,65774,2655,465806,151,16,82,6,PortScan
16085,61,3,0,142,53,355,89,222,61,1282,85,683.5,93,140,100,1870,954,12378,21,70692,4030,2719,43916,69,65197,8610,4885,36661,98,1,0,0,0,0,1,1,1,8,0,0,0,47,58,88,29,97,1309,703,134,17956,3,746,338,103,6157,27,4469,862,86,7528,43,2122,46,3844,32340,48512,2068,2204,270740,957,71370,6947,477832,729,39,64,6,PortScan
80,21919,95,50,5270,47450,893,98,495.5,95,1150,45,597.5,64,40175,251,172,2907,3381,15,50925,673,4801,5961,49,65165,8947,4601,7296,88,1,1,0,0,0,1,0,5,19,0,0,0,24,29,68,2,64,1032,548,142,20164,3,194,107,336,9478,33,5049,3540,77,6168,14,632,43,3440,10146,13420,13559,1523,225842,536,47274,8502,479845,358,3,89,6,Web Attack - XSS
153,17646,29,32,1951,4427,180,66,123,86,112,47,79.5,33,4385,80,6292,506,32250,16,31054,3344,4812,5161,2,34098,4957,2340,3239,39,0,0,0,0,1,1,0,1,5,0,0,0,59,55,98,86,45,1144,594.5,80,6400,8,180,947,345,5261,8,9817,2647,80,8717,16,4286,10,1599,22997,10976,35022,4411,226238,560,8468,1264,83726,219,6,89,6,BENIGN
80,1795,727,2,23132,11,282,95,188.5,58,1012,90,551,67,336321,1646,241,4135,6972,76,74960,6642,1370,49702,46,63217,5171,3840,3413,18,0,1,0,0,0,160,1,1,9,0,0,0,59,56,84,1,96,1283,689.5,170,28900,5,301,292,440,2066,47,6106,873,85,8792,32,3568,35,888,9044,36879,23896,3427,24099,972,95858,3585,127622,651,32,39,6,DDoS
80,14156,14,25,11130,30994,322,68,195,70,957,72,514.5,84,49441,412,2730,4321,7781,19,37723,9583,4468,26941,33,63625,9000,3394,43079,9,1,1,0,0,1,0,1,5,18,0,0,0,49,35,22,66,70,1056,563,166,27556,9,784,929,807,6631,82,1966,6986,92,2753,28,1903,22,190,28734,40815,50240,7994,375730,599,38317,5255,422522,504,34,45,6,Web Attack - XSS
34857,275506,78,27,6461,1491,439,90,264.5,75,326,92,209,74,865,28,3738,977,19783,40,94496,7150,4920,18047,88,23943,5453,800,16120,99,0,0,0,0,0,1,1,3,8,0,0,0,41,46,83,19,46,1439,742.5,188,35344,7,119,345,284,9139,78,4224,1475,7,1054,12,4982,44,1320,19216,45721,40146,5126,272172,933,49732,1847,332662,530,32,57,6,Bot
80,1519,852,2,80015,995,1218,92,655,32,942,60,501,99,294922,1603,5338,572,27756,31,53665,4555,301,17303,15,48565,3810,1990,38148,4,0,1,0,0,0,58,0,3,5,0,0,0,52,21,90,88,58,1098,578,53,2809,7,440,679,690,5337,10,2186,6865,29,1168,17,730,25,1319,27185,28166,62080,420,336969,37,12478,9574,345865,795,20,68,6,DDoS
80,2178,308,3,13807,34,812,82,447,51,677,56,366.5,57,114692,1607,9837,1383,34661,97,11512,4825,4625,16763,2,43703,5251,2796,14598,55,0,0,0,0,1,181,0,3,2,0,0,0,41,56,76,91,67,1076,571.5,192,36864,8,331,318,825,6514,65,1570,7308,27,5012,40,1853,14,2698,42478,48555,66190,9035,53647,188,85271,1114,117950,923,26,58,6,DoS Hulk
29818,38,1,0,121,63,1428,90,759,32,877,43,460,78,246,89,4122,789,29680,83,39885,1761,3946,23443,39,67449,2605,2531,44950,26,1,1,0,0,0,1,1,2,6,0,0,0,29,36,6,71,52,1443,747.5,137,18769,2,670,881,692,2911,35,2185,1190,74,5019,18,3494,12,3517,43587,16508,59667,6660,195945,152,67334,8636,402263,374,13,30,6,PortScan
80,2641,95,69,36873,45063,1002,45,523.5,84,856,70,463,48,18970,302,9644,126,43038,68,45918,1637,558,11542,62,22828,8697,109,36306,81,0,0,0,0,0,0,1,8,7,0,0,0,52,54,16,91,43,1358,700.5,67,4489,8,411,281,103,631,69,8785,661,35,4031,35,555,42,2745,34905,59230,89100,4048,216341,392,94049,7368,34268,488,2,44,6,Web Attack - XSS
305,75978,17,6,4353,1459,310,50,180,40,1376,98,737,69,5667,79,3037,3649,20898,47,95504,6695,4452,37978,85,43587,6719,2960,18914,59,1,1,0,0,1,0,0,4,8,0,0,0,46,47,12,91,58,1252,655,55,3025,8,947,800,697,8778,83,9691,2464,15,6593,6,2480,39,1934,54809,48341,75713,7646,12609,186,6876,8677,451422,846,18,41,6,Infiltration
333,64544,31,13,1962,1322,1190,98,644,94,866,70,468,86,8094,99,8840,4566,38381,27,55808,6093,4943,3095,14,70268,7907,1412,31010,76,0,1,0,0,0,1,1,4,6,0,0,0,39,27,27,70,45,1130,587.5,75,5625,5,898,539,475,5216,17,4842,8564,14,1387,26,1683,17,197,17048,64033,87134,3483,470603,984,13849,6577,256177,896,21,24,6,BENIGN
8841,74729,90,10,2597,5189,945,70,507.5,37,1148,59,603.5,26,4690,31,7596,4186,45839,37,30221,4698,3067,23259,36,55239,2683,4248,47449,72,1,0,0,0,0,1,1,0,4,0,0,0,46,47,76,50,59,1405,732,139,19321,5,606,876,997,7190,94,1257,9779,42,9869,15,733,18,1017,57304,38650,55476,2750,384371,282,77441,6702,391131,348,37,46,6,Bot
22197,66,1,0,81,13,273,48,160.5,15,165,58,111.5,81,543,164,2044,1177,21130,76,39444,4311,4595,2969,51,80614,7922,4882,30190,86,1,1,0,0,1,1,1,3,0,0,0,0,23,38,41,9,48,1306,677,111,12321,8,948,230,674,6079,83,7569,3418,81,7758,6,2316,42,4845,15539,39134,66787,6548,140456,926,42703,5915,263205,563,23,32,6,PortScan
80,2794,701,5,30354,735,978,84,531,60,1207,69,638,41,358821,2020,4902,2657,28297,13,84882,6245,2315,47153,86,57661,1547,3892,33645,81,1,0,0,0,1,70,1,1,1,0,0,0,38,32,84,36,74,1365,719.5,101,10201,0,547,744,332,7812,87,1306,196,26,1633,11,4395,26,613,16787,56833,9772,4413,481433,701,70483,6118,406669,4,4,96,6,DDoS
63595,54,2,1,151,36,1034,77,555.5,31,288,86,187,67,342,88,7974,631,22986,84,28846,8215,4298,30894,35,96526,9991,1986,21980,53,0,1,0,0,1,1,0,3,4,0,0,0,38,56,93,12,50,1446,748,64,4096,8,992,289,342,6430,81,7038,4586,85,451,4,243,3,4051,19253,38132,78035,8355,458130,521,12242,8812,48880,707,35,98,6,PortScan
80,2407,204,3,78127,308,970,60,515,95,302,60,181,98,452611,4864,5780,4402,17209,19,23547,4231,3372,48479,97,37778,1176,3019,36711,98,1,0,0,0,1,98,0,1,6,0,0,0,31,35,71,13,80,1174,627,116,13456,1,671,499,464,7713,81,7266,6494,21,3945,7,3037,6,1879,34919,59699,10933,3427,473164,917,53627,5069,79353,27,32,76,6,DDoS
27782,348455,11,77,6217,3128,611,71,341,44,484,59,271.5,46,2791,26,5305,604,47145,27,69171,4800,389,32707,74,61029,9734,3658,27065,89,0,1,0,0,1,0,1,1,6,0,0,0,36,53,51,75,57,1367,712,183,33489,7,925,577,304,5617,79,1389,2278,80,4571,33,4860,17,1075,18274,42625,59689,9057,242361,733,36600,7700,472818,412,39,88,6,Bot
201,83287,43,18,4764,507,1110,88,599,31,649,55,352,24,4498,39,5622,3837,14829,11,97678,7111,519,26848,15,27058,2390,146,29867,92,0,1,0,0,0,0,1,3,8,0,0,0,33,55,92,65,40,1201,620.5,80,6400,4,618,457,575,4641,77,4648,3717,88,2690,15,4181,20,1191,57247,14541,2663,4934,114154,993,81468,8102,343106,584,3,95,6,Infiltration
80,1292,742,6,89405,961,196,52,124,87,831,51,441,28,229239,3297,7653,2984,42582,34,60180,5307,1872,1021,37,5372,4777,2398,32519,70,0,1,0,0,1,104,1,1,9,0,0,0,38,53,17,79,56,1195,625.5,177,31329,7,109,775,189,6216,65,3164,461,39,7922,49,1443,32,4904,61087,18161,18898,5095,24203,112,84196,2505,181122,594,21,59,6,DDoS
21,14427,45,68,12302,3060,500,78,289,78,605,84,344.5,25,5570,169,5122,3773,29238,39,13757,9052,2046,7857,16,84771,5201,3053,23546,52,1,1,0,0,0,1,1,36,41,0,0,0,30,50,77,53,47,1394,720.5,63,3969,3,911,572,674,2114,66,924,1393,61,5974,9,633,46,152,62764,60618,84377,6667,297501,35,81419,1839,231432,726,27,67,6,FTP-Patator
143,46969,41,16,2840,2999,1040,66,553,61,581,94,337.5,51,6979,46,2102,376,5377,35,19441,601,4958,31181,30,95188,6215,535,5012,21,0,1,0,0,0,1,1,0,4,0,0,0,53,23,22,55,61,1041,551,191,36481,4,820,538,210,6556,89,618,1371,92,9187,28,969,31,341,52515,20460,75150,3033,344582,922,5928,5647,92290,860,32,54,6,BENIGN
64804,86,3,0,100,44,974,60,517,16,659,41,350,77,524,54,9274,4776,18722,91,23236,4286,3059,28889,35,83644,928,3895,25770,7,1,0,0,0,1,1,1,1,1,0,0,0,47,35,79,48,52,1301,676.5,108,11664,9,940,275,881,1997,95,4408,241,94,2346,1,529,19,1869,11204,15383,47791,6243,239691,867,39096,2922,179861,543,15,73,6,PortScan
21,49189,66,70,3992,16760,894,94,494,63,287,71,179,59,19930,90,9112,2656,13123,19,53860,9942,2442,14896,70,11372,5529,495,15590,80,1,1,0,0,0,0,1,15,10,0,0,0,59,58,24,72,75,1453,764,80,6400,0,896,824,693,3004,27,8212,9453,17,3378,27,1727,24,2732,45194,38971,91760,7009,98513,271,50881,3033,464217,6,14,93,6,FTP-Patator
80,44270,33,25,28975,9982,1164,49,606.5,51,162,93,127.5,75,21237,305,9340,1967,25924,73,23771,4567,1987,9896,48,92283,5707,207,42596,40,0,1,0,0,1,1,1,8,14,0,0,0,53,51,97,19,63,1125,594,108,11664,7,833,929,187,5661,43,552,3152,33,1789,28,2853,21,4814,65347,23102,24257,5232,37290,74,50293,868,348489,611,27,47,6,Web Attack - XSS
10901,81,2,0,175,30,1341,64,702.5,62,882,92,487,27,420,50,3256,1653,42349,41,36670,6448,1213,36185,24,55919,3723,2124,18621,91,1,1,0,0,0,1,0,3,2,0,0,0,33,26,43,23,49,1424,736.5,186,34596,9,416,336,709,3875,25,5398,7395,83,4090,9,2098,44,153,27312,51849,96041,4346,34366,682,93964,836,86002,515,24,91,6,PortScan
118,11039,26,44,4243,2182,588,74,331,62,377,83,230,82,9622,57,2375,2124,10252,52,91366,7486,2537,13648,45,48977,1130,907,23114,76,1,1,0,0,0,0,0,4,7,0,0,0,34,23,45,19,81,1436,758.5,101,10201,9,468,949,622,3232,14,5246,3667,64,5184,33,2698,26,4653,32110,14539,74584,1281,488326,869,52650,8490,331602,4,39,73,6,BENIGN
80,1184,217,6,93392,812,581,55,318,40,901,93,497,52,308182,3436,8890,572,46283,45,41361,6596,1172,17048,21,38427,6378,4809,34178,19,1,0,0,0,0,128,0,2,1,0,0,0,22,50,24,73,48,1371,709.5,188,35344,8,284,682,451,1903,20,144,4004,85,9016,46,1627,40,1948,33106,51756,72800,5185,300151,543,55703,8949,461323,232,15,88,6,DoS Hulk
13116,67,4,0,89,44,1157,58,607.5,13,989,49,519,43,390,72,6556,3793,24025,1,44294,3454,1623,28034,95,28439,7971,1776,33312,13,0,1,0,0,0,1,1,4,4,0,0,0,41,57,42,61,94,1265,679.5,88,7744,6,452,910,760,7883,96,7048,5967,70,1354,27,2409,22,1445,10443,12474,3675,8556,380974,918,89031,991,434715,197,26,28,6,PortScan
80,2389,670,7,85986,816,638,45,341.5,52,1374,42,708,79,384562,1956,3436,2563,40734,86,23037,1091,3464,16043,68,84738,8907,3640,2083,10,0,0,0,0,0,185,0,2,9,0,0,0,47,51,18,25,47,1370,708.5,75,5625,7,673,360,356,506,45,1891,2004,27,9398,14,4545,18,3715,10613,22900,66914,600,64614,756,53469,1687,476859,868,47,27,6,DDoS
80,3868,919,4,12595,741,498,42,270,48,284,44,164,66,306088,4920,4193,626,7344,33,31371,2981,4789,36879,95,98095,6943,4888,27616,17,0,1,0,0,1,103,0,0,0,0,0,0,58,30,5,14,99,1464,781.5,65,4225,0,310,408,861,2114,29,9722,7375,43,1817,39,2328,44,611,26938,25466,36097,7228,20259,274,86105,464,477176,505,17,81,6,DoS Hulk
82,32568,14,18,3990,1337,714,90,402,69,1359,56,707.5,91,3128,17,8283,1933,15976,89,54301,7959,2292,14392,16,34602,4125,697,15620,42,1,1,0,0,1,0,1,0,4,0,0,0,22,52,64,74,85,1118,601.5,103,10609,8,639,112,959,1776,31,1011,6785,58,9755,37,742,39,2983,19939,34725,98127,6785,267404,204,67658,7369,89464,880,44,72,6,BENIGN
80,3494,791,6,26300,597,405,75,240,85,217,82,149.5,23,173941,1995,9267,1467,39857,76,85450,5287,2214,15111,65,96631,8959,1680,29829,12,1,0,0,0,0,156,0,4,8,0,0,0,47,33,5,98,83,1208,645.5,194,37636,6,375,560,914,2822,61,3213,1778,59,4382,39,4984,35,2013,50901,43479,8762,9743,358383,191,78965,4107,69195,720,15,42,6,DDoS
16498,109292,32,72,2887,2632,377,62,219.5,17,457,85,271,73,4541,32,7723,2641,6223,78,33455,6978,133,46378,11,17024,7125,2915,18886,87,1,1,0,0,0,0,0,3,6,0,0,0,32,49,53,71,83,1192,637.5,89,7921,8,546,523,989,9110,53,3881,6597,48,8393,46,3186,6,3595,28447,59072,53908,2454,452565,118,47611,3206,56434,92,49,70,6,Bot
80,1602,412,4,34163,224,828,64,446,29,779,68,423.5,23,85837,2595,353,870,44770,44,73045,2831,3639,18816,35,5015,1967,1291,32429,85,0,1,0,0,1,147,0,4,5,0,0,0,39,42,87,82,94,1069,581.5,104,10816,4,202,829,211,8673,90,1695,1648,50,9012,12,910,11,4212,21521,12643,88981,5475,337036,597,7596,9436,11014,397,4,98,6,DoS Hulk
80,41359,19,60,43672,24971,965,64,514.5,71,603,68,335.5,79,41313,60,570,4350,6961,48,74895,8871,2382,28195,99,55960,3961,873,3208,84,1,0,0,0,0,0,0,5,17,0,0,0,40,33,9,56,87,1410,748.5,195,38025,9,859,541,558,5894,5,9513,6360,99,7722,14,843,30,1823,26510,35230,78240,8021,167076,688,36424,5558,287299,304,3,71,6,Web Attack - XSS
80,44657,72,94,42339,30156,1070,71,570.5,12,870,99,484.5,55,14873,179,2871,2481,47010,94,78165,5094,4707,4837,76,34093,7109,925,20876,76,0,1,0,0,0,1,1,8,13,0,0,0,59,22,53,99,86,1343,714.5,82,6724,8,918,667,778,3465,1,8154,949,28,6573,14,3714,30,1862,14552,16344,34575,5994,12070,59,95108,6154,91969,495,42,24,6,Web Attack - XSS
296,76623,36,43,4070,995,886,42,464,68,1266,84,675,26,1552,97,6867,873,47969,2,59067,422,792,15486,14,34454,5214,3359,45670,93,0,1,0,0,0,1,0,2,0,0,0,0,36,40,37,11,69,1292,680.5,77,5929,1,453,998,316,8181,5,4341,8806,48,8370,41,3749,44,2844,45889,18263,13797,8527,470415,925,80731,3079,319343,351,17,30,6,Infiltration
80,30322,33,82,18296,27964,419,63,241,67,1003,55,529,62,39735,401,7008,3084,1911,77,69312,8602,1593,16405,45,28760,7648,567,27618,37,1,0,0,0,1,0,1,10,9,0,0,0,28,35,34,84,56,1325,690.5,111,12321,2,394,590,544,5568,34,8468,8549,33,6533,46,2158,20,3798,36227,56028,77183,861,260378,670,30077,9467,186650,16,37,74,6,Web Attack - XSS
80,1176,407,0,50481,976,1087,87,587,89,631,77,354,27,406748,2127,1479,3724,2625,60,14250,3275,555,44141,12,87004,7966,2534,27440,93,0,1,0,0,0,101,0,1,0,0,0,0,27,38,66,84,82,1142,612,134,17956,2,632,871,252,9696,56,6533,4054,97,4484,5,3434,11,4581,56839,36579,89996,4493,44127,952,9396,3458,123011,144,33,58,6,DDoS
21,35032,74,92,13930,15950,1066,73,569.5,34,402,76,239,55,4054,69,5228,4698,26254,19,49512,3214,1191,13164,72,37889,4996,4321,10641,57,0,0,0,0,0,0,0,34,13,0,0,0,55,36,57,37,82,1407,744.5,125,15625,0,356,457,486,5411,20,6282,3479,46,6878,40,1978,11,2644,55429,10018,57013,105,78059,252,45024,4448,100723,290,14,40,6,FTP-Patator
80,3273,355,6,88724,781,1011,80,545.5,77,1284,90,687,73,66307,3044,6791,1334,42177,95,25235,2848,529,15137,13,58045,1519,1034,42080,35,0,1,0,0,0,66,0,3,2,0,0,0,46,55,56,57,64,1367,715.5,149,22201,1,476,417,869,6580,14,7246,1690,60,3996,15,1855,21,787,52801,34582,48835,1599,423206,93,6892,3654,86401,110,36,67,6,DDoS
6284,59,4,1,156,27,905,52,478.5,46,461,93,277,61,806,164,3654,4970,35231,46,84027,769,4760,26104,73,83858,1404,1518,9492,99,0,0,0,0,1,1,1,3,4,0,0,0,51,58,67,43,86,1106,596,177,31329,6,772,586,226,8367,94,8279,4998,63,2295,18,147,6,3122,12234,28958,13159,2393,221545,233,15337,501,103101,850,30,98,6,PortScan
80,44728,31,50,44387,27463,1399,65,732,85,858,86,472,65,26425,104,6065,2547,47589,82,83188,8543,1739,4145,59,2813,7942,933,30545,97,0,1,0,0,0,1,0,7,13,0,0,0,43,54,17,69,42,1425,733.5,142,20164,5,585,993,724,3740,47,8154,552,83,4916,39,4488,21,3961,39297,38501,27473,5052,226216,765,56234,1836,433933,857,35,44,6,Web Attack - XSS
29339,41,1,0,76,9,1240,66,653,15,918,72,495,46,309,184,8495,4908,41055,83,31526,9839,433,47837,62,9657,7619,637,40334,96,0,0,0,0,1,1,1,3,8,0,0,0,26,26,28,94,78,1097,587.5,51,2601,4,147,177,755,7707,62,8106,5457,70,7588,45,2506,42,2903,12799,23123,81036,897,22687,276,38588,4053,213062,192,23,98,6,PortScan
328,18139,28,16,4389,1309,422,93,257.5,91,595,73,334,25,3415,34,7338,3397,34644,32,9601,4827,3951,10466,88,95383,606,4797,3049,91,1,1,0,0,0,1,1,4,3,0,0,0,34,29,85,15,97,1278,687.5,190,36100,1,120,407,192,5501,1,2008,7171,19,421,34,1566,13,3517,56721,54883,64110,8084,311751,393,27880,4965,152919,569,10,92,6,BENIGN
180,7824,49,42,1708,3883,194,72,133,64,315,96,205.5,59,7404,40,7538,4264,40761,29,94754,6482,4382,42458,80,22529,1243,1741,44284,71,1,0,0,0,1,0,1,2,5,0,0,0,54,28,50,45,99,1049,574,56,3136,8,586,204,282,3003,44,1938,7935,28,3717,19,3887,20,4369,52843,64237,81841,5317,300089,119,20882,4363,139495,776,36,94,6,BENIGN
30109,49446,60,48,8610,4083,1413,93,753,46,760,70,415,93,4671,5,3467,3460,46977,72,73136,3730,2942,10766,32,44388,8314,4312,33459,1,0,1,0,0,1,1,1,1,9,0,0,0,37,29,87,83,77,1228,652.5,130,16900,6,184,700,208,9301,38,67,8565,5,5813,22,444,1,1010,11678,50759,61437,6329,318893,621,91916,2590,382983,121,30,98,6,Bot
23589,75,1,1,198,75,1081,77,579,99,1257,95,676,25,868,121,4220,1859,37820,23,94481,7040,526,15099,35,32114,5082,773,30055,92,1,0,0,0,1,1,0,3,1,0,0,0,53,57,3,13,70,1418,744,92,8464,2,335,275,197,8437,13,2035,9735,86,890,14,673,1,1263,56399,57543,7183,8799,425491,646,28026,4413,399796,424,24,69,6,PortScan
53423,253749,20,47,3327,1393,597,45,321,98,1312,77,694.5,99,2238,10,6400,4943,38199,31,60362,6455,1187,43680,65,86955,1045,4868,6447,57,0,1,0,0,1,1,0,2,4,0,0,0,34,30,16,2,71,1262,666.5,116,13456,9,544,132,234,5369,37,1013,4998,90,4592,7,4541,25,934,60246,46456,22901,9949,370762,979,17085,9418,422301,245,16,42,6,Bot
80,2749,749,9,27708,743,1031,81,556,13,853,87,470,51,135080,2669,3385,562,16071,91,69476,2590,2292,15104,74,80901,9047,3379,24574,36,0,1,0,0,0,191,1,1,8,0,0,0,28,36,97,64,90,1238,664,82,6724,7,564,495,496,5018,13,8031,9916,14,699,4,185,33,4826,53987,57448,18808,9154,35266,524,77451,2603,492411,159,15,25,6,DDoS
36924,229728,51,22,7007,7700,823,73,448,42,436,95,265.5,48,4488,5,6976,3747,10127,46,81904,3582,2195,21933,68,27504,9047,1157,25729,70,1,0,0,0,0,1,1,3,6,0,0,0,35,57,32,12,94,1370,732,127,16129,2,551,545,168,3169,41,4065,719,19,5596,18,120,46,744,43997,38445,83701,4411,157758,311,98493,1379,385751,188,12,56,6,Bot
61999,184342,31,20,9115,9095,203,92,147.5,19,760,66,413,28,1784,21,5221,1892,16145,13,87912,8666,953,11711,47,62167,9058,3766,14761,51,1,0,0,0,1,0,0,3,3,0,0,0,28,20,89,64,45,1381,713,94,8836,6,908,429,666,2863,33,1661,8666,11,7394,23,996,9,2636,60043,40624,31649,3064,105489,274,23689,7293,446519,618,11,32,6,Bot
80,35259,37,19,37648,11832,988,81,534.5,82,894,41,467.5,70,37483,306,6429,3716,14503,43,14173,7202,2008,34979,5,97185,1298,138,32291,68,0,1,0,0,0,1,1,16,14,0,0,0,20,23,17,47,78,1228,653,147,21609,9,617,929,659,4952,58,8554,1721,53,3721,48,3908,8,4369,19687,16806,20470,2440,357404,824,31663,6178,38956,754,2,77,6,Web Attack - XSS
80,4669,594,8,29560,154,1297,86,691.5,52,1311,93,702,46,353041,517,7509,4160,13971,31,56716,4172,2232,39279,65,77226,5875,4987,16749,62,0,1,0,0,0,101,0,0,6,0,0,0,54,48,96,10,47,1091,569,136,18496,3,448,373,243,4591,38,7499,6870,85,1634,30,3642,32,3244,42280,13121,19182,4452,232802,162,38045,1598,448989,92,32,32,6,DoS Hulk
80,967,695,7,93036,489,1051,41,546,79,828,81,454.5,75,122804,4371,4218,163,8474,27,87162,4638,1578,2649,37,21383,7100,2648,16379,44,0,1,0,0,0,102,0,0,0,0,0,0,25,41,62,23,40,1109,574.5,51,2601,8,632,349,549,4061,93,7735,8045,67,3490,35,3192,47,2873,58205,36661,95301,3313,498028,714,55122,1520,152479,542,11,97,6,DoS Hulk
80,4706,716,4,42517,21,1146,73,609.5,67,917,80,498.5,30,275643,841,3044,318,7571,21,9269,230,2238,5034,35,59085,5341,1691,8225,13,0,0,0,0,1,134,1,3,6,0,0,0,54,24,5,78,97,1054,575.5,54,2916,3,520,150,126,2691,4,1396,4085,10,8629,29,2837,17,1733,20322,10977,32342,7098,158735,910,42710,8591,175104,910,41,75,6,DoS Hulk
95,87480,6,49,2682,534,1239,94,666.5,83,1218,54,636,82,9736,98,1268,322,10709,69,14740,9507,2903,34662,19,71640,4728,1356,3446,1,0,1,0,0,1,1,1,4,7,0,0,0,25,26,39,87,96,1026,561,194,37636,9,790,334,133,8519,90,8612,7151,53,430,44,4185,18,3644,33272,17898,96992,5806,429596,402,37414,3620,346927,315,26,38,6,Infiltration
80,536,871,1,22861,835,892,97,494.5,27,613,51,332,60,335176,4546,4050,4536,18125,8,36711,6271,4732,44798,86,89235,846,657,49984,87,0,1,0,0,0,98,0,1,4,0,0,0,27,34,21,54,71,1323,697,160,25600,6,658,381,559,4784,88,3293,6310,40,8944,23,3044,28,1428,12967,44863,73416,5772,481364,217,29746,2032,497755,256,4,77,6,DDoS
80,24505,36,38,27158,48521,1208,72,640,66,1421,81,751,56,24737,263,3368,675,26251,95,48245,7587,1310,15957,48,19998,4582,4527,48565,99,0,1,0,0,1,1,1,13,15,0,0,0,20,27,70,3,96,1463,779.5,195,38025,5,534,930,978,8172,59,1753,9055,23,6091,29,2537,43,641,22322,15807,37923,7468,170506,844,24040,9888,417378,301,26,62,6,Web Attack - XSS
9755,443274,62,40,1655,8864,155,91,123,76,1343,89,716,27,3232,47,6031,728,13226,93,15319,4082,2617,14832,9,62239,2060,3214,1627,88,0,1,0,0,1,0,0,1,8,0,0,0,41,46,27,89,70,1446,758,157,24649,8,897,648,498,9159,95,6931,5591,49,6434,40,4114,38,2050,13876,56555,95364,6666,112665,13,97346,8545,399538,962,8,54,6,Bot
